300,0.930483,0.0341,,,,,,,,
301,0.967643,0.36014,,,,,,,,
302,1.00597,0.68618,,,,,,,,
303,1.04549,1.01222,,,,,,,,
304,1.08623,1.33826,,,,,,,,
305,1.12821,1.6643,,,,,,,,
306,1.17147,1.99034,,,,,,,,
307,1.21602,2.31638,,,,,,,,
308,1.26188,2.64242,,,,,,,,
309,1.3091,2.96846,,,,,,,,
310,1.35769,3.2945,,,,,,,,
311,1.40768,4.98865,,,,,,,,
312,1.4591,6.6828,,,,,,,,
313,1.51198,8.37695,,,,,,,,
314,1.56633,10.0711,,,,,,,,
315,1.62219,11.7652,,,,,,,,
316,1.67959,13.4594,,,,,,,,
317,1.73855,15.1535,,,,,,,,
318,1.7991,16.8477,,,,,,,,
319,1.86127,18.5418,,,,,,,,
320,1.92508,20.236,,,,,,,,
321,1.99057,21.9177,,,,,,,,
322,2.05776,23.5995,,,,,,,,
323,2.12667,25.2812,,,,,,,,
324,2.19734,26.963,,,,,,,,
325,2.2698,28.6447,,,,,,,,
326,2.34406,30.3265,,,,,,,,
327,2.42017,32.0082,,,,,,,,
328,2.49814,33.69,,,,,,,,
329,2.57801,35.3717,,,,,,,,
330,2.65981,37.0535,,,,,,,,
331,2.74355,37.343,,,,,,,,
332,2.82928,37.6326,,,,,,,,
333,2.91701,37.9221,,,,,,,,
334,3.00678,38.2116,,,,,,,,
335,3.09861,38.5011,,,,,,,,
336,3.19253,38.7907,,,,,,,,
337,3.28857,39.0802,,,,,,,,
338,3.38676,39.3697,,,,,,,,
339,3.48712,39.6593,,,,,,,,
340,3.58968,39.9488,,,,,,,,
341,3.69447,40.4451,,,,,,,,
342,3.80152,40.9414,,,,,,,,
343,3.91085,41.4377,,,,,,,,
344,4.0225,41.934,,,,,,,,
345,4.13648,42.4302,,,,,,,,
346,4.25282,42.9265,,,,,,,,
347,4.37156,43.4228,,,,,,,,
348,4.49272,43.9191,,,,,,,,
349,4.61631,44.4154,,,,,,,,
350,4.74238,44.9117,,,,,,,,
351,4.87095,45.0844,,,,,,,,
352,5.00204,45.257,,,,,,,,
353,5.13568,45.4297,,,,,,,,
354,5.27189,45.6023,,,,,,,,
355,5.4107,45.775,,,,,,,,
356,5.55213,45.9477,,,,,,,,
357,5.69622,46.1203,,,,,,,,
358,5.84298,46.293,,,,,,,,
359,5.99244,46.4656,,,,,,,,
360,6.14462,46.6383,,,0.0001299,0.000003917,0.0006061,1.222E-07,1.3398E-08,5.35027E-07
361,6.29955,47.1834,,,0.000145847,4.39358E-06,0.000680879,1.85138E-07,2.0294E-08,8.1072E-07
362,6.45724,47.7285,,,0.000163802,4.9296E-06,0.000765146,2.7883E-07,3.056E-08,1.2212E-06
363,6.61774,48.2735,,,0.000184004,5.53214E-06,0.000860012,4.1747E-07,4.574E-08,1.8287E-06
364,6.78105,48.8186,,,0.00020669,6.20825E-06,0.000966593,6.2133E-07,6.805E-08,2.7222E-06
365,6.9472,49.3637,,,0.0002321,0.000006965,0.001086,9.1927E-07,1.0065E-07,4.0283E-06
366,7.11621,49.9088,,,0.000260728,7.81322E-06,0.001220586,1.35198E-06,1.4798E-07,5.9257E-06
367,7.28811,50.4539,,,0.000293075,8.76734E-06,0.001372729,1.97654E-06,2.1627E-07,8.6651E-06
368,7.46292,50.9989,,,0.000329388,9.83984E-06,0.001543579,2.8725E-06,3.142E-07,0.000012596
369,7.64066,51.544,,,0.000369914,1.10432E-05,0.001734286,4.1495E-06,4.537E-07,0.000018201
370,7.82135,52.0891,,,0.0004149,0.00001239,0.001946,5.9586E-06,6.511E-07,2.61437E-05
371,8.00501,51.8777,,,0.000464159,1.38864E-05,0.002177777,8.5056E-06,9.288E-07,0.00003733
372,8.19167,51.6664,,,0.000518986,1.55573E-05,0.002435809,1.20686E-05,1.3175E-06,0.000052987
373,8.38134,51.455,,,0.000581854,1.7443E-05,0.002731953,1.70226E-05,1.8572E-06,0.000074764
374,8.57404,51.2437,,,0.000655235,1.95838E-05,0.003078064,0.000023868,0.000002602,0.00010487
375,8.7698,51.0323,,,0.0007416,0.00002202,0.003486,0.000033266,0.000003625,0.00014622
376,8.96864,50.8209,,,0.00084503,2.48397E-05,0.003975227,0.000046087,0.000005019,0.00020266
377,9.17056,50.6096,,,0.000964527,2.80413E-05,0.00454088,0.000063472,0.000006907,0.00027923
378,9.37561,50.3982,,,0.001094949,3.1531E-05,0.00515832,0.000086892,0.000009449,0.00038245
379,9.58378,50.1869,,,0.001231154,3.52152E-05,0.005802907,0.000118246,0.000012848,0.00052072
380,9.7951,49.9755,0.0002,0.000589,0.001368,0.000039,0.006450001,0.000159952,0.000017364,0.000704776
